SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
91229,3,2,4,15,4.12
91230,9,2,1,3,0.21
91231,17,1,3,15,5
91232,26,1,2,9,2.31
91233,2,2,3,3,0.43
91234,39,2,2,9,1.47
91235,3,1,4,NA,NA
91236,17,2,4,14,5
91237,6,2,6,14,3.29
91238,2,2,3,8,1.76
91239,60,1,2,5,1
91240,16,1,4,8,2.28
91241,17,1,6,6,0.92
91242,19,1,1,4,0.56
91243,30,1,3,14,4.88
91244,5,1,4,5,0.74
91245,5,2,2,NA,NA
91246,17,1,1,9,2.24
91247,51,2,4,15,4.98
91248,8,1,7,NA,NA
91249,29,2,3,15,5
91250,15,2,2,7,1.55
91251,43,1,2,7,1.68
91252,42,1,2,5,1.26
91253,44,2,3,15,2.64
91254,0,1,3,9,0.78
91255,7,2,3,15,5
91256,16,1,3,15,5
91257,0,2,4,5,0.54
91258,77,2,3,7,2.09
91259,41,1,3,15,3.52
91260,8,1,2,2,0.28
91261,44,2,3,4,1.02
91262,12,1,7,NA,NA
91263,19,1,1,1,0
91264,23,1,6,1,0
91265,11,2,2,15,4.04
91266,60,1,4,15,5
91267,66,1,1,NA,NA
91268,10,1,3,7,1.79
91269,16,2,3,15,4.93
91270,0,2,2,14,3.45
91271,44,2,3,6,1.59
91272,80,2,4,14,4.48
91273,23,1,4,6,0.95
91274,18,1,3,6,1.24
91275,19,2,3,15,2.89
91276,1,1,3,2,0.44
91277,63,2,6,15,5
91278,18,2,4,3,0.35
91279,51,2,4,77,NA
91280,80,1,3,9,1.69
91281,13,1,3,5,1
91282,50,1,3,15,5
91283,1,1,1,7,1.74
91284,29,2,3,14,4.42
91285,32,1,4,9,2.99
91286,11,2,6,6,0.92
91287,14,1,4,6,1.34
91288,44,1,6,7,1.73
91289,10,1,4,8,1.38
91290,39,2,6,5,0.91
91291,32,2,7,6,1.03
91292,48,1,7,13,NA
91293,62,1,4,3,0.27
91294,9,2,1,2,0.17
91295,72,1,1,5,0.84
91296,12,2,3,15,2.51
91297,6,1,1,14,2.82
91298,1,2,4,6,0.9
91299,46,1,1,99,NA
91300,0,2,3,10,3.32
91301,79,1,3,7,3.37
91302,62,1,2,15,5
91303,78,1,1,3,0.9
91304,38,1,2,NA,NA
91305,22,2,4,5,0.66
91306,14,1,7,6,1.24
91307,9,2,1,2,0.18
91308,12,1,7,15,4.22
91309,68,1,1,4,1.05
91310,65,1,3,15,5
91311,12,1,4,7,2.68
91312,45,2,6,15,5
91313,19,2,1,7,1.28
91314,5,2,4,10,2.09
91315,12,2,7,6,0.6
91316,65,2,2,8,1.58
91317,36,2,4,13,NA
91318,12,1,3,9,2.24
91319,31,1,1,4,0.6
91320,1,1,1,6,1.59
91321,61,1,3,8,1.18
91322,9,2,3,77,NA
91323,26,2,4,6,2
91324,43,2,3,7,2.09
91325,26,1,3,4,1.27
91326,34,1,1,7,1.06
91327,17,2,4,6,1.51
91328,45,2,7,14,5
91329,80,2,3,5,1.85
91330,11,1,4,15,4.23
91331,8,2,2,13,NA
91332,26,2,4,77,NA
91333,12,2,3,6,0.69
91334,39,2,6,15,5
91335,9,2,7,8,2.23
91336,25,2,3,7,0.51
91337,0,1,7,7,1.65
91338,40,2,2,6,1.23
91339,51,1,7,7,1.98
91340,38,2,3,10,2.6
91341,55,1,3,10,4.21
91342,6,2,1,13,NA
91343,63,1,4,9,2.99
91344,67,2,1,3,0.62
91345,21,1,1,2,0.45
91346,80,2,3,99,NA
91347,61,1,1,4,0.56
91348,4,2,3,15,4.94
91349,68,1,6,9,2.59
91350,23,1,1,6,1.07
91351,25,2,3,6,1.26
91352,7,2,1,1,0.02
91353,57,1,4,7,2.46
91354,52,1,4,15,5
91355,67,2,3,3,0.72
91356,53,2,2,4,0
91357,6,2,3,4,0.74
91358,43,2,7,8,1.54
91359,23,1,1,7,3.03
91360,33,1,2,15,5
91361,41,1,6,7,2.02
91362,2,1,4,5,0.66
91363,40,2,1,7,1.14
91364,41,1,3,14,4.46
91365,58,1,1,NA,NA
91366,28,2,1,8,2.23
91367,19,1,6,7,1.93
91368,80,1,3,5,1.68
91369,33,1,2,1,0.25
91370,6,2,3,14,3.96
91371,63,2,4,6,2.17
91372,0,1,2,2,0.47
91373,74,1,3,4,1.66
91374,2,1,3,10,2.76
91375,9,1,3,9,1.22
91376,7,1,3,8,1.36
91377,80,2,3,4,1.36
91378,8,2,2,9,1.47
91379,0,1,3,6,1.49
91380,5,1,2,77,NA
91381,1,1,1,12,NA
91382,4,1,6,5,0.74
91383,48,2,3,15,4.94
91384,46,1,6,8,1.86
91385,30,1,3,15,4.95
91386,15,1,4,6,0.89
91387,3,1,3,8,1.9
91388,7,1,3,14,3.3
91389,54,2,1,15,3.07
91390,13,2,7,15,5
91391,57,1,4,9,3.37
91392,19,2,2,NA,NA
91393,31,1,4,15,4.16
91394,37,2,4,3,0.56
91395,5,1,3,14,3.3
91396,36,2,3,15,4.12
91397,49,2,2,5,1.26
91398,8,2,3,15,4.36
91399,51,2,3,14,5
91400,46,2,4,5,1.12
91401,16,1,1,7,1.41
91402,26,1,1,77,NA
91403,17,2,3,7,1.41
91404,34,2,6,15,4.95
91405,24,2,1,5,0.25
91406,76,1,4,15,5
91407,0,1,3,5,0.91
91408,60,2,1,3,0.75
91409,11,1,6,10,2.88
91410,15,1,3,14,3.5
91411,50,2,6,NA,NA
91412,1,2,3,14,2.82
91413,40,1,4,14,3.3
91414,59,2,4,10,4.39
91415,4,2,2,NA,NA
91416,73,2,2,5,0.59
91417,39,2,4,14,5
91418,17,2,1,6,1.18
91419,13,2,6,7,1.41
91420,56,2,3,6,2.15
91421,41,2,4,5,0.82
91422,15,1,3,8,1.76
91423,18,1,6,8,2.49
91424,4,2,3,9,2.99
91425,46,2,3,8,2.07
91426,43,2,6,12,NA
91427,36,1,4,6,1.8
91428,22,1,3,7,1.99
91429,75,2,3,5,1.51
91430,4,2,3,7,1.23
91431,47,2,2,7,1.65
91432,80,1,3,7,2.2
91433,64,2,1,4,0.58
91434,3,2,1,7,1.07
91435,14,1,4,5,0.21
91436,22,2,1,1,0.21
91437,39,1,4,15,4.58
91438,38,2,1,5,1.25
91439,8,1,4,77,NA
91440,77,1,4,7,1.79
91441,12,2,1,15,4.98
91442,47,1,3,15,5
91443,45,2,4,13,NA
91444,12,2,4,6,1.39
91445,25,2,4,5,0.54
91446,17,2,4,9,1.87
91447,66,2,2,NA,NA
91448,12,1,3,8,1.72
91449,50,2,1,3,0.62
91450,65,1,3,2,0.71
91451,20,1,7,7,0.28
91452,41,1,3,2,0.54
91453,43,2,2,NA,NA
91454,68,2,2,13,NA
91455,26,1,3,8,2.23
91456,12,2,1,10,2.88
91457,39,1,1,10,1.42
91458,9,2,2,4,0.67
91459,8,1,4,5,0.91
91460,5,2,2,15,5
91461,68,1,1,7,2.08
91462,5,1,3,12,NA
91463,12,1,2,10,2.88
91464,2,1,3,8,1.36
91465,61,1,2,3,0.85
91466,2,2,6,15,4.12
91467,2,1,3,14,3.29
91468,52,1,7,6,1.57
91469,69,1,4,14,4.99
91470,3,1,4,2,0.31
91471,80,1,1,8,4.16
91472,8,2,3,8,1.76
91473,10,2,1,15,5
91474,62,2,1,2,0.51
91475,24,2,2,8,1.96
91476,80,2,3,12,NA
91477,35,2,1,8,1.58
91478,42,1,2,10,2.6
91479,37,2,4,3,0.35
91480,4,1,6,15,5
91481,80,1,3,77,NA
91482,54,2,2,8,2.39
91483,13,1,3,6,0.92
91484,21,1,4,14,4.83
91485,24,2,7,15,5
91486,11,1,1,5,0.84
91487,37,2,3,8,4.33
91488,1,2,1,7,1.74
91489,74,2,4,6,1.64
91490,65,2,2,99,NA
91491,37,1,3,14,3.73
91492,70,2,4,12,NA
91493,62,2,3,3,1.1
91494,11,1,4,9,2.18
91495,55,1,2,14,5
91496,0,1,3,9,2.59
91497,31,2,1,14,5
91498,12,2,2,8,2.06
91499,4,2,3,14,4.81
91500,0,2,1,1,0.07
91501,1,2,4,15,3.25
91502,36,1,2,8,2.06
91503,80,1,3,8,2.82
91504,21,1,4,5,1.44
91505,45,2,6,8,1.38
91506,8,1,3,6,1.4
91507,53,2,4,2,0.55
91508,78,1,2,14,4.71
91509,0,2,3,8,2.06
91510,37,1,4,14,5
91511,6,2,3,7,1.74
91512,53,1,3,15,5
91513,60,2,1,9,2.11
91514,15,1,6,3,0.6
91515,38,2,3,15,2.24
91516,80,2,6,5,0.68
91517,4,1,3,12,NA
91518,19,1,4,7,1.23
91519,20,2,3,NA,NA
91520,30,1,3,10,5
91521,7,2,3,9,1.84
91522,1,2,4,15,0.92
91523,4,2,7,15,5
91524,2,2,4,2,0.21
91525,29,2,6,14,4.03
91526,49,1,6,15,5
91527,41,2,3,5,1
91528,13,1,3,14,2.81
91529,43,2,6,15,5
91530,26,2,4,14,3.29
91531,28,2,1,4,0.74
91532,22,1,3,3,0.64
91533,80,2,4,6,2.57
91534,13,2,1,NA,NA
91535,11,2,6,14,4
91536,37,2,7,14,2.73
91537,53,2,1,12,NA
91538,72,1,2,4,1.13
91539,40,1,2,7,2.62
91540,13,1,1,6,0.78
91541,0,1,2,15,4.74
91542,80,2,4,15,5
91543,44,1,6,5,0.7
91544,72,2,4,4,1.27
91545,12,2,3,NA,NA
91546,0,1,1,6,1.26
91547,54,1,2,99,NA
91548,11,2,1,7,1.51
91549,46,1,1,5,0.84
91550,70,2,4,3,0.75
91551,80,2,3,8,4.42
91552,43,1,7,7,1.07
91553,7,1,7,8,1.86
91554,17,1,2,99,NA
91555,35,2,2,14,2.87
91556,17,2,6,10,2.55
91557,60,1,4,5,0.59
91558,80,1,3,12,NA
91559,30,2,3,2,0.25
91560,46,1,4,3,0.56
91561,58,1,4,15,5
91562,41,1,4,8,2.56
91563,80,1,3,6,1.23
91564,59,1,4,14,5
91565,5,1,7,5,0.82
91566,25,2,3,4,1.63
91567,18,2,3,9,2.98
91568,75,2,2,1,0.07
91569,60,2,3,15,5
91570,39,2,6,15,4.22
91571,9,1,4,7,1.65
91572,80,2,3,99,NA
91573,19,2,3,2,0.21
91574,5,1,1,77,NA
91575,5,2,7,8,1.47
91576,9,2,4,2,0.29
91577,3,1,2,NA,NA
91578,69,1,4,14,5
91579,50,2,1,15,4.61
91580,6,2,1,7,0.02
91581,35,2,3,15,5
91582,48,2,3,15,5
91583,46,2,6,9,2.47
91584,71,1,2,4,0.68
91585,42,1,4,7,3.31
91586,68,2,1,8,3.14
91587,0,1,2,NA,NA
91588,11,1,3,8,2.02
91589,55,2,3,6,2.12
91590,2,2,3,8,1.9
91591,4,1,3,8,1.76
91592,25,2,4,14,3.79
91593,14,1,4,8,2.06
91594,49,1,6,10,2.46
91595,1,1,3,7,1.79
91596,42,2,4,6,1.15
91597,23,2,3,15,5
91598,10,2,3,7,1.23
91599,60,1,1,14,1.96
91600,80,1,3,5,1.87
91601,17,1,1,7,1.14
91602,0,2,4,2,0.4
91603,47,2,6,4,0.64
91604,33,1,3,15,5
91605,16,2,1,NA,NA
91606,50,2,6,NA,0.08
91607,2,2,6,7,1.88
91608,13,2,1,5,0.59
91609,65,1,7,3,0.51
91610,17,1,6,5,0.91
91611,66,2,6,4,0.94
91612,19,1,4,13,NA
91613,2,2,4,14,3.79
91614,1,2,2,8,1.85
91615,47,1,2,15,5
91616,2,2,1,10,2.29
91617,19,1,3,4,0.69
91618,60,2,1,15,2.79
91619,20,1,4,9,2.18
91620,1,1,1,6,1.16
91621,51,2,6,15,0.2
91622,34,2,1,4,0.74
91623,0,2,3,14,4.22
91624,39,1,1,3,0.62
91625,2,1,1,2,0.18
91626,41,1,3,14,2.46
91627,48,2,3,15,5
91628,31,1,6,15,5
91629,12,2,3,8,1.9
91630,29,2,1,7,1.65
91631,58,1,3,6,0.92
91632,60,1,1,5,1.1
91633,42,2,6,NA,NA
91634,78,2,3,6,1.69
91635,51,2,1,6,1.29
91636,0,1,2,14,4.12
91637,55,1,3,15,5
91638,47,1,1,14,2.18
91639,57,2,3,NA,NA
91640,17,1,7,4,0.96
91641,63,1,6,9,2.47
91642,34,2,3,14,3.22
91643,59,2,3,15,5
91644,14,2,2,6,0.94
91645,13,2,2,1,0.02
91646,72,1,4,15,4.12
91647,57,1,4,10,2.89
91648,80,1,3,7,2.97
91649,7,1,1,9,1.63
91650,3,1,3,14,2.99
91651,3,1,6,4,0.63
91652,58,2,1,15,5
91653,51,2,2,7,0
91654,71,1,2,4,1.05
91655,1,2,3,14,4.17
91656,16,1,4,3,0.45
91657,0,2,1,9,2.11
91658,0,2,2,3,0.54
91659,64,2,6,7,1.9
91660,9,1,3,6,1.13
91661,44,1,4,15,5
91662,9,2,3,15,5
91663,46,2,6,3,0.88
91664,9,1,3,6,1.49
91665,74,2,6,12,NA
91666,3,1,3,10,1.91
91667,60,2,3,10,4.39
91668,12,1,3,14,3.17
91669,33,1,1,14,2.82
91670,48,1,3,4,0.95
91671,36,1,3,15,4.53
91672,26,1,4,14,3.62
91673,79,1,4,7,1.68
91674,63,2,3,9,4.78
91675,48,2,2,3,0.65
91676,0,2,3,7,1.57
91677,19,2,7,14,2.1
91678,1,2,3,9,1.72
91679,65,1,2,7,1.23
91680,80,1,3,8,3.12
91681,66,1,4,2,0.31
91682,7,1,1,99,NA
91683,59,2,4,15,5
91684,53,1,6,6,1.07
91685,55,2,2,NA,NA
91686,18,1,4,77,NA
91687,28,2,4,5,0.91
91688,2,2,7,14,2.3
91689,11,1,1,9,1.47
91690,8,2,1,5,0.74
91691,14,1,4,5,0.21
91692,29,1,4,14,4.28
91693,14,2,3,15,4.93
91694,11,1,3,14,3.45
91695,6,2,1,4,0.89
91696,80,2,3,12,NA
91697,70,1,3,9,3.62
91698,14,1,4,6,0.89
91699,47,1,7,6,1.09
91700,9,2,1,2,0.18
91701,0,2,3,15,5
91702,59,2,1,10,1.42
91703,8,2,3,8,2.14
91704,50,1,4,15,5
91705,14,2,6,15,5
91706,35,1,3,15,5
91707,5,1,1,99,NA
91708,3,1,2,3,0.51
91709,17,2,4,9,1.94
91710,62,1,4,99,NA
91711,34,2,7,15,4.12
91712,35,1,3,14,5
91713,80,1,7,7,2.76
91714,35,2,7,4,0.97
91715,73,1,2,14,2.64
91716,75,2,4,6,1.88
91717,55,2,2,9,2.31
91718,58,2,2,6,1.36
91719,6,2,1,4,0.46
91720,5,1,2,9,2.11
91721,26,2,3,13,NA
91722,25,2,3,7,1.65
91723,48,2,4,15,5
91724,38,2,3,15,5
91725,57,2,3,14,3.99
91726,80,2,3,7,2.68
91727,80,2,3,15,5
91728,76,2,1,99,NA
91729,19,1,3,15,5
91730,53,1,2,8,1.76
91731,19,1,3,15,5
91732,55,2,3,14,3.3
91733,64,1,1,5,1.51
91734,36,2,4,8,2.06
91735,15,1,2,6,0.88
91736,0,2,7,7,1.73
91737,80,2,3,6,2.1
91738,19,1,4,4,1.13
91739,70,1,1,14,3.16
91740,76,1,1,4,1.12
91741,3,1,3,4,0.78
91742,23,1,7,14,2.1
91743,51,1,1,10,4.52
91744,78,2,3,15,5
91745,5,2,1,15,3.99
91746,8,2,1,12,NA
91747,66,1,2,3,0.3
91748,80,1,4,4,1.33
91749,14,2,2,9,3.17
91750,49,2,3,15,4.93
91751,1,1,1,12,NA
91752,51,2,6,8,2.24
91753,48,2,3,3,0.72
91754,80,1,1,NA,NA
91755,34,1,2,4,0.67
91756,63,2,1,7,2.18
91757,1,2,1,15,5
91758,62,2,2,13,NA
91759,60,1,2,6,2.09
91760,80,1,3,14,5
91761,6,1,2,15,5
91762,16,1,2,9,2.74
91763,1,2,3,9,1.22
91764,16,1,2,2,0.26
91765,2,2,3,6,0.82
91766,5,1,6,9,2.37
91767,0,1,3,7,1.98
91768,15,1,3,15,5
91769,19,1,7,9,2.35
91770,2,2,3,9,1.69
91771,39,2,1,6,0.61
91772,48,1,4,9,2.88
91773,7,2,2,NA,NA
91774,19,2,3,2,0.3
91775,30,2,3,7,2.18
91776,80,1,1,6,1.05
91777,13,1,3,8,1.86
91778,63,1,2,NA,NA
91779,7,1,6,15,5
91780,3,1,3,10,2.89
91781,24,1,4,5,0.72
91782,7,1,3,14,2.55
91783,80,1,1,9,2.99
91784,80,2,3,15,5
91785,34,2,7,9,3.14
91786,16,1,1,7,1.44
91787,80,2,3,5,1.91
91788,42,2,1,14,2.82
91789,6,1,4,4,0.33
91790,23,2,2,NA,NA
91791,20,2,7,15,5
91792,68,2,2,3,0.7
91793,44,2,3,8,1.83
91794,25,2,1,4,1.07
91795,1,1,4,2,0.24
91796,31,2,1,12,NA
91797,0,1,1,15,3.84
91798,0,1,3,6,1.49
91799,66,1,7,6,1.88
91800,9,2,1,3,0.46
91801,79,2,3,6,1.87
91802,7,2,3,7,1.32
91803,37,2,3,14,3.73
91804,45,2,3,8,1.58
91805,7,2,1,9,1.47
91806,66,2,3,6,1.82
91807,25,2,7,12,2.11
91808,19,1,4,3,0.35
91809,23,1,4,14,3.72
91810,19,2,2,9,2.11
91811,49,1,4,3,0.52
91812,16,2,1,9,1.47
91813,17,1,6,8,1.38
91814,62,2,1,9,1.93
91815,75,1,4,2,0.81
91816,29,1,1,7,3.4
91817,59,1,3,15,5
91818,9,2,1,15,0
91819,18,1,3,15,5
91820,80,1,3,14,5
91821,47,2,6,8,2.06
91822,8,2,4,8,2.41
91823,17,1,6,14,2.76
91824,60,2,2,3,0.31
91825,60,1,4,14,5
91826,42,2,4,6,0.95
91827,17,2,1,8,1.83
91828,19,1,4,13,NA
91829,49,2,4,10,2.21
91830,44,1,1,14,2.64
91831,6,2,4,9,1.5
91832,30,1,4,14,3.98
91833,27,2,2,10,5
91834,39,2,4,8,2.59
91835,23,2,2,14,4.12
91836,5,2,4,1,0.2
91837,72,1,3,10,4.53
91838,47,2,3,15,5
91839,35,2,4,10,1.4
91840,16,2,3,15,2.24
91841,64,1,4,8,2.87
91842,49,2,1,3,0.42
91843,38,1,7,6,1.03
91844,26,2,2,99,NA
91845,11,2,3,14,2.81
91846,56,2,4,15,5
91847,5,2,3,4,0.78
91848,0,1,6,99,NA
91849,41,1,4,6,2.18
91850,64,2,3,15,5
91851,11,1,2,5,0.61
91852,24,2,4,77,NA
91853,63,2,1,3,0.89
91854,7,2,1,14,3.25
91855,8,2,4,6,1.31
91856,58,2,3,5,1.43
91857,13,1,2,NA,NA
91858,33,1,1,2,0.17
91859,55,1,4,13,NA
91860,1,1,4,9,2.03
91861,46,1,4,77,NA
91862,18,2,4,NA,NA
91863,10,2,4,8,1.36
91864,13,2,4,3,0.37
91865,58,2,3,15,5
91866,11,1,4,6,0.89
91867,20,1,3,5,1.27
91868,57,1,3,8,1.31
91869,25,2,1,6,1.49
91870,7,2,7,5,1
91871,71,1,4,3,0.35
91872,10,1,2,13,NA
91873,16,1,4,9,2.47
91874,12,2,1,7,1.73
91875,69,2,3,15,4.12
91876,33,2,6,99,NA
91877,0,2,6,NA,NA
91878,5,1,3,NA,NA
91879,11,1,2,8,1.6
91880,55,2,4,15,5
91881,15,2,1,3,0.21
91882,6,1,6,14,3.29
91883,9,2,3,3,0.67
91884,72,2,3,15,5
91885,10,2,2,5,0.74
91886,66,1,4,6,1.59
91887,28,2,1,4,0.67
91888,45,2,3,14,4.04
91889,66,1,2,9,1.47
91890,60,1,3,7,2.18
91891,7,1,3,15,5
91892,14,2,1,1,0.12
91893,33,2,7,7,1.17
91894,25,1,6,15,4.94
91895,7,1,2,8,1.76
91896,2,1,3,8,2.48
91897,57,2,4,7,1.98
91898,61,1,4,6,2.55
91899,48,2,6,15,5
91900,46,2,1,15,5
91901,16,1,3,15,5
91902,8,1,3,9,1.93
91903,50,2,4,8,2.49
91904,17,2,2,7,1.56
91905,15,1,4,77,NA
91906,29,1,6,6,2.27
91907,54,1,3,15,5
91908,16,1,7,7,1.99
91909,7,2,2,15,4.04
91910,14,2,3,10,2.29
91911,51,2,4,8,1.98
91912,41,1,2,5,0.99
91913,8,1,3,8,1.72
91914,8,1,4,5,0.66
91915,67,1,7,99,NA
91916,35,2,3,15,5
91917,0,2,1,3,0.42
91918,10,1,3,15,5
91919,43,1,2,10,2.67
91920,0,1,4,5,0.82
91921,45,2,6,4,0.74
91922,39,2,4,6,1.16
91923,1,2,1,7,1.23
91924,58,1,3,NA,NA
91925,14,1,1,2,0.25
91926,13,1,6,15,5
91927,24,2,3,9,3.77
91928,38,2,4,2,0.26
91929,4,1,3,10,2.67
91930,34,1,2,14,2.87
91931,55,1,4,7,2.1
91932,51,2,4,13,NA
91933,5,2,3,14,3.3
91934,13,1,2,3,0.58
91935,80,1,3,13,NA
91936,9,2,7,77,NA
91937,14,1,4,NA,NA
91938,32,2,1,3,0.58
91939,5,1,3,7,1.44
91940,80,2,3,15,5
91941,3,1,1,9,2.06
91942,13,1,3,15,5
91943,7,2,4,7,1.44
91944,31,1,3,12,2.1
91945,39,2,2,8,1.38
91946,5,1,6,15,4.53
91947,29,1,4,14,3.97
91948,10,2,1,99,NA
91949,80,1,4,2,0.83
91950,61,1,3,6,0.93
91951,10,2,1,8,1.54
91952,42,1,2,7,0.74
91953,0,2,1,9,1.94
91954,80,2,3,99,NA
91955,2,1,4,2,0.18
91956,61,1,4,1,0
91957,23,2,4,4,0.94
91958,2,1,3,8,1.36
91959,5,2,1,2,0.4
91960,67,2,2,3,0.84
91961,2,1,4,10,2.46
91962,63,1,2,3,0.88
91963,1,1,7,2,0.35
91964,13,2,4,7,1.1
91965,38,1,3,3,0.72
91966,40,1,3,6,1.37
91967,50,2,2,5,0.59
91968,27,1,1,NA,NA
91969,8,2,1,15,5
91970,59,1,6,8,2.93
91971,10,1,1,9,1.94
91972,70,1,1,2,0.64
91973,2,2,1,6,1.24
91974,40,1,3,5,1.85
91975,18,1,1,10,2.68
91976,40,1,3,2,0.25
91977,0,2,3,12,NA
91978,22,1,6,15,5
91979,18,2,3,5,1.19
91980,5,1,2,6,0.92
91981,13,1,4,13,NA
91982,9,2,2,14,3.72
91983,38,2,3,15,3.52
91984,49,2,7,3,0.84
91985,25,1,1,9,2.55
91986,3,1,1,77,NA
91987,7,1,1,99,NA
91988,7,2,1,10,2.36
91989,1,1,3,6,1.34
91990,10,2,2,9,2.11
91991,76,1,1,10,4.59
91992,66,2,3,10,4.06
91993,39,2,1,10,4.14
91994,30,1,6,15,5
91995,54,2,3,15,4.22
91996,15,2,3,14,4.04
91997,35,2,6,8,1.72
91998,0,2,4,4,0.8
91999,33,2,3,15,5
92000,34,1,3,8,1.8
92001,65,2,4,13,NA
92002,59,1,1,14,3.98
92003,31,1,3,14,1.09
92004,19,1,4,NA,NA
92005,33,1,4,15,5
92006,4,2,3,15,3.52
92007,37,1,1,7,0.02
92008,16,1,6,NA,NA
92009,0,1,3,14,4.32
92010,18,2,4,4,0.85
92011,13,2,3,15,5
92012,5,2,4,14,3.3
92013,12,1,4,6,1.49
92014,26,2,1,14,4.33
92015,13,2,1,6,1.13
92016,15,1,3,8,2.07
92017,73,1,3,3,0.92
92018,2,1,1,12,NA
92019,66,1,3,10,4.08
92020,51,2,1,9,1.49
92021,75,2,4,7,3.37
92022,1,1,3,8,2.06
92023,15,1,7,4,0.69
92024,70,1,1,5,0.82
92025,22,1,1,14,2.18
92026,42,2,1,7,1.44
92027,65,2,4,4,0.95
92028,0,1,1,7,1.06
92029,9,2,6,NA,NA
92030,78,2,1,9,2.47
92031,0,1,3,7,0.98
92032,7,1,2,7,1.3
92033,3,1,3,15,2.55
92034,4,2,1,6,0.92
92035,9,1,7,15,3.74
92036,7,1,4,13,NA
92037,26,2,4,14,3.79
92038,39,1,3,6,2.72
92039,14,2,4,3,0.37
92040,1,1,7,15,1.67
92041,29,1,7,13,NA
92042,16,1,7,10,3.24
92043,19,2,3,6,1.09
92044,21,1,7,8,2.6
92045,40,1,3,8,4.16
92046,14,1,2,7,2.14
92047,7,1,3,5,0.87
92048,75,1,1,NA,NA
92049,56,2,4,4,1.26
92050,61,2,1,5,0.99
92051,36,2,1,10,2.88
92052,61,1,2,4,0.6
92053,9,1,4,6,1.24
92054,50,1,1,15,4.61
92055,66,2,2,6,0.92
92056,1,1,2,8,1.86
92057,0,1,4,15,4.48
92058,65,1,4,9,3.43
92059,72,2,3,14,4.71
92060,65,1,4,2,0.82
92061,8,2,3,9,1.84
92062,40,2,1,14,3.91
92063,11,2,1,7,1.23
92064,4,2,4,NA,NA
92065,47,2,2,8,2.48
92066,80,1,1,2,0.5
92067,8,2,2,4,0.62
92068,27,1,3,8,2.97
92069,41,1,4,4,1.6
92070,64,2,4,15,5
92071,27,1,1,12,2.89
92072,19,1,4,8,2.28
92073,7,2,4,15,5
92074,40,1,3,15,5
92075,10,2,1,4,0.57
92076,59,1,3,6,1.69
92077,14,1,3,4,0.63
92078,17,2,4,3,0.5
92079,13,1,1,7,1.23
92080,6,2,1,4,0.62
92081,49,2,2,6,1.24
92082,5,2,4,8,1.51
92083,23,2,7,5,0.75
92084,35,1,3,1,0
92085,56,2,3,15,5
92086,0,1,1,6,0.61
92087,5,1,6,15,5
92088,61,1,3,15,5
92089,61,2,7,4,0.74
92090,80,1,3,4,1.52
92091,1,1,3,15,5
92092,32,2,6,9,2.88
92093,9,1,2,4,0.63
92094,63,1,7,6,1.53
92095,9,2,1,2,0.23
92096,10,2,1,4,0.38
92097,80,2,3,6,2.12
92098,63,1,1,4,1.07
92099,22,1,2,15,5
92100,3,2,1,12,NA
92101,69,1,1,3,0.92
92102,10,2,6,14,1.03
92103,72,1,3,5,1.26
92104,20,1,3,15,5
92105,74,1,1,6,1.54
92106,56,1,4,7,2.11
92107,38,2,6,5,0.7
92108,9,2,1,15,4.61
92109,50,1,3,8,2.69
92110,80,2,3,13,NA
92111,60,2,2,99,NA
92112,41,1,3,15,5
92113,7,2,4,2,0.33
92114,30,1,1,7,1.5
92115,4,2,2,8,1.28
92116,63,2,3,3,1.14
92117,2,1,4,9,2.99
92118,15,1,1,4,0.63
92119,58,2,3,5,2.02
92120,6,1,4,4,0.77
92121,57,1,4,15,2.72
92122,23,1,3,7,0.76
92123,18,1,1,NA,NA
92124,42,2,4,8,1.58
92125,6,2,3,6,1.54
92126,63,2,4,3,1.18
92127,6,2,1,5,0.91
92128,14,2,4,14,4.73
92129,26,2,3,15,3.4
92130,56,1,4,10,3.22
92131,61,2,1,4,0.94
92132,18,1,4,15,3.55
92133,31,1,4,8,2.89
92134,29,1,2,2,0.68
92135,61,1,1,9,1.93
92136,72,2,1,6,1.63
92137,15,1,4,15,4.94
92138,80,1,3,6,1.49
92139,73,1,3,9,5
92140,48,2,3,7,1.46
92141,60,1,4,7,2.97
92142,5,2,4,5,0.54
92143,67,2,1,1,0.04
92144,4,2,3,13,NA
92145,10,2,3,9,1.84
92146,69,1,1,8,2.59
92147,14,1,1,5,0.84
92148,7,2,1,6,0.87
92149,33,1,3,7,1.44
92150,32,1,3,8,1.36
92151,64,1,3,6,2.27
92152,17,2,1,7,1.23
92153,11,2,4,1,0.07
92154,3,2,4,6,1.22
92155,24,2,2,8,3.14
92156,50,1,4,10,2.38
92157,51,1,3,5,1.51
92158,57,1,4,NA,NA
92159,18,2,4,99,NA
92160,59,2,3,7,3.23
92161,1,1,7,8,1.76
92162,2,1,7,1,0.03
92163,5,2,4,5,0.99
92164,6,2,4,14,2.81
92165,6,2,7,6,1.36
92166,34,1,1,8,1.76
92167,55,1,4,15,5
92168,69,1,3,7,2.39
92169,3,2,6,15,3.15
92170,64,1,3,8,2.81
92171,13,2,1,6,0.98
92172,8,1,4,3,0.34
92173,10,1,6,NA,NA
92174,29,1,1,8,4.29
92175,2,2,3,15,2.22
92176,16,1,1,12,NA
92177,80,1,4,3,0.75
92178,3,1,1,3,0.58
