SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
78653,12,1,3,14,4.61
78654,61,2,3,7,2.26
78655,28,1,1,5,1.97
78656,47,1,4,6,1.91
78657,11,1,4,3,0.32
78658,50,2,1,8,1.63
78659,19,1,1,5,1.37
78660,35,1,3,9,1.97
78661,64,1,4,3,0.94
78662,56,1,4,8,4.28
78663,11,2,3,NA,NA
78664,37,1,3,6,1.26
78665,48,1,4,9,4.79
78666,20,2,1,8,3.86
78667,63,1,3,9,3.87
78668,6,2,3,15,5
78669,27,2,3,12,1.03
78670,7,1,3,15,4.67
78671,67,2,4,14,3.35
78672,31,1,1,14,3.61
78673,32,2,6,9,3.92
78674,61,2,3,10,4.13
78675,19,1,4,4,0.74
78676,39,2,4,15,5
78677,12,2,2,7,1.49
78678,44,2,3,15,3.13
78679,68,2,2,15,5
78680,16,1,3,3,0.84
78681,6,1,7,6,1.04
78682,53,2,1,8,2.61
78683,56,2,3,15,5
78684,3,1,1,6,0.95
78685,80,2,1,6,1.33
78686,12,1,4,3,0.31
78687,17,1,4,10,2.33
78688,39,1,1,9,2.63
78689,21,2,3,5,0.63
78690,2,1,4,7,1.56
78691,42,2,4,NA,1.13
78692,39,2,6,15,5
78693,14,1,4,5,0.85
78694,22,2,6,6,1.54
78695,23,1,4,99,0.87
78696,8,1,4,15,2.49
78697,9,2,1,7,1.31
78698,80,2,4,2,0.78
78699,9,1,6,15,5
78700,80,1,3,8,2.9
78701,14,2,3,15,5
78702,80,1,3,6,1.93
78703,59,1,3,15,5
78704,55,1,4,8,1.04
78705,37,2,1,6,1.06
78706,39,2,4,7,1.77
78707,56,1,4,5,0.57
78708,40,1,2,8,0.03
78709,0,2,2,7,1.51
78710,36,2,3,9,2.34
78711,0,2,3,2,0.3
78712,53,2,3,3,1.03
78713,14,2,2,8,1.58
78714,64,2,3,5,1.71
78715,15,2,3,10,3.1
78716,46,2,6,14,4.03
78717,11,1,4,6,0.78
78718,45,2,1,7,1.7
78719,37,2,3,6,0.88
78720,27,2,4,6,1.09
78721,2,2,3,15,4.46
78722,8,2,4,15,4.82
78723,66,2,1,14,5
78724,23,1,3,5,2.06
78725,35,1,3,5,0.43
78726,8,1,3,3,0.35
78727,70,2,3,7,2.26
78728,38,1,3,1,0
78729,18,2,2,6,1.54
78730,0,2,1,15,4.25
78731,18,2,1,NA,NA
78732,10,2,6,5,0.85
78733,27,1,3,6,2.61
78734,4,2,6,15,4.43
78735,44,1,3,15,5
78736,41,1,3,15,4.19
78737,71,2,4,2,0.43
78738,2,2,7,6,1.54
78739,53,1,3,15,5
78740,10,1,1,8,1.65
78741,37,1,1,8,1.34
78742,53,1,3,15,5
78743,8,2,4,5,0.55
78744,55,2,3,15,5
78745,2,1,1,3,0.55
78746,27,2,6,15,5
78747,70,2,3,5,1.55
78748,77,1,3,8,3.35
78749,7,1,4,5,0.85
78750,20,2,2,15,5
78751,11,2,3,14,3.4
78752,80,1,7,7,1.79
78753,15,2,4,15,5
78754,79,2,4,2,0.45
78755,40,2,3,6,1.26
78756,7,2,4,10,3.28
78757,65,1,1,6,1.43
78758,4,1,4,6,1.93
78759,72,1,4,14,4.04
78760,31,2,6,4,1.37
78761,11,2,4,3,0
78762,24,1,2,4,0.49
78763,0,1,6,14,3.97
78764,51,2,3,5,1.21
78765,33,1,1,77,NA
78766,46,1,3,14,3.48
78767,29,1,3,10,2.94
78768,34,2,4,14,3.82
78769,19,1,1,14,2.5
78770,41,1,3,3,0.59
78771,80,1,3,77,NA
78772,30,2,1,1,0.18
78773,8,2,7,NA,NA
78774,4,1,4,15,5
78775,3,2,3,15,5
78776,24,1,3,15,5
78777,56,2,4,5,0.48
78778,64,2,3,8,3.92
78779,6,2,3,10,2.36
78780,80,2,3,9,3.87
78781,29,1,4,5,0.83
78782,19,2,3,12,NA
78783,19,2,1,7,2.48
78784,4,2,3,15,5
78785,14,1,4,7,1.92
78786,9,1,3,6,0.57
78787,17,1,6,3,0
78788,16,2,4,14,4.11
78789,75,1,3,3,1.09
78790,58,1,1,6,0.68
78791,43,1,4,14,3.82
78792,0,1,2,6,0.7
78793,2,2,3,10,2.6
78794,60,1,7,7,1.55
78795,0,2,4,6,1.52
78796,64,2,4,3,0.86
78797,37,1,1,15,3.79
78798,19,1,4,2,0.32
78799,45,2,3,15,5
78800,0,2,3,5,0.73
78801,37,1,3,6,0.67
78802,14,2,3,15,5
78803,6,2,2,7,1.06
78804,64,2,4,15,4.38
78805,41,2,4,7,1.27
78806,46,2,3,2,0.42
78807,9,1,7,10,2.94
78808,6,1,3,15,3.63
78809,47,2,3,14,4.77
78810,58,2,4,77,NA
78811,12,1,1,14,2.1
78812,41,1,2,10,2.15
78813,13,1,4,10,3.28
78814,42,2,1,5,0.67
78815,17,1,3,8,2.41
78816,0,2,1,10,2.54
78817,9,1,4,6,0.91
78818,43,2,6,8,2.58
78819,37,2,1,15,4.4
78820,76,1,3,9,3.81
78821,38,2,2,14,2.19
78822,68,1,3,6,1.91
78823,38,2,3,4,0.91
78824,10,1,3,6,0.71
78825,67,2,2,15,3.48
78826,4,1,1,14,2.87
78827,42,2,4,7,1.47
78828,29,1,7,14,5
78829,38,1,1,7,2.05
78830,3,1,4,8,1.58
78831,8,1,3,6,1.09
78832,32,1,4,9,4.93
78833,27,1,3,7,2.02
78834,56,2,3,10,5
78835,11,2,7,6,0.65
78836,47,1,3,6,1.21
78837,16,2,1,7,1.27
78838,78,1,3,6,1.77
78839,8,1,2,4,0.66
78840,18,2,3,8,1.81
78841,9,2,2,1,0.13
78842,16,1,3,6,1.05
78843,7,1,1,14,2.25
78844,67,2,3,2,0.69
78845,16,2,2,6,1.27
78846,6,2,6,8,2.58
78847,63,2,6,10,2.73
78848,0,2,4,14,3.65
78849,6,2,3,14,2.69
78850,15,1,1,14,3.22
78851,6,2,3,15,5
78852,40,1,1,12,NA
78853,65,2,3,15,5
78854,67,1,4,7,2.02
78855,4,2,3,8,1.86
78856,2,2,1,6,0.98
78857,6,2,7,14,3.45
78858,77,1,2,15,3.17
78859,5,1,2,15,5
78860,0,1,4,10,2.19
78861,5,1,4,3,0.43
78862,36,2,4,8,1.44
78863,18,1,4,15,3.81
78864,0,2,2,10,3.58
78865,61,2,2,2,0.74
78866,12,1,3,15,5
78867,7,2,3,5,0.63
78868,3,2,1,6,0.88
78869,6,2,4,3,0.5
78870,52,2,3,6,1.57
78871,14,1,1,14,2.53
78872,28,2,1,6,1.61
78873,5,1,1,13,NA
78874,55,2,4,7,3.05
78875,50,2,3,15,4.48
78876,66,2,3,6,1.91
78877,8,1,3,15,5
78878,12,1,3,15,5
78879,0,1,3,15,4.46
78880,33,1,3,6,0.93
78881,28,2,4,2,0.34
78882,70,2,3,8,2.9
78883,51,1,3,5,1.16
78884,26,2,2,4,0.87
78885,61,2,1,15,5
78886,4,2,2,4,0.58
78887,4,2,2,7,1.49
78888,9,2,4,3,0.47
78889,17,1,2,15,3.63
78890,23,1,7,8,1.56
78891,1,1,2,12,1.67
78892,62,1,1,12,NA
78893,14,1,2,6,1.06
78894,4,2,6,15,4.19
78895,59,1,6,77,NA
78896,28,2,4,2,0.29
78897,63,2,4,7,2.69
78898,37,2,2,12,NA
78899,80,1,3,9,2.78
78900,27,1,3,5,1.23
78901,44,2,4,15,4.38
78902,63,1,2,5,1.13
78903,66,1,1,6,1.62
78904,23,2,4,4,0.57
78905,61,1,2,2,0.75
78906,15,1,4,4,0.54
78907,30,1,3,15,5
78908,9,2,6,3,0.6
78909,41,2,3,8,4.18
78910,46,1,3,6,1.47
78911,56,2,2,14,3.84
78912,76,2,3,10,5
78913,7,2,1,6,1.09
78914,0,1,6,5,0.72
78915,0,1,3,6,1.54
78916,60,2,4,10,4.19
78917,26,2,3,3,0
78918,67,1,6,15,5
78919,47,2,6,15,5
78920,20,1,1,6,1.43
78921,47,1,4,6,1.04
78922,40,2,4,15,4.19
78923,15,2,3,12,NA
78924,50,2,4,15,5
78925,19,2,6,1,0.07
78926,44,1,3,4,1.18
78927,8,1,4,8,1.61
78928,80,2,3,3,0.71
78929,71,2,1,6,1.07
78930,50,1,3,9,2.31
78931,28,1,3,8,4.35
78932,13,1,6,15,5
78933,11,2,7,15,5
78934,20,1,3,15,4.48
78935,13,1,4,7,1.76
78936,11,2,3,4,0.54
78937,55,1,3,3,0.26
78938,65,2,6,12,NA
78939,5,1,3,12,NA
78940,36,2,4,6,1.27
78941,1,2,4,8,2.46
78942,58,2,4,14,5
78943,12,1,2,14,4.04
78944,56,2,1,5,1.29
78945,5,2,4,10,2.19
78946,20,1,4,3,0.7
78947,80,2,3,10,4.19
78948,5,2,4,5,0.83
78949,43,1,3,3,0.17
78950,73,2,2,2,0.78
78951,80,2,3,3,1.03
78952,44,2,6,15,5
78953,63,1,4,4,1.31
78954,34,1,3,4,0.82
78955,6,2,1,2,0.3
78956,1,2,3,14,4.3
78957,19,1,4,13,NA
78958,14,2,2,15,5
78959,39,2,6,15,5
78960,3,2,4,14,0
78961,6,1,3,5,0.63
78962,52,2,1,15,5
78963,52,1,4,8,0.87
78964,35,1,1,6,0.98
78965,6,1,1,4,0.65
78966,18,2,3,6,1.93
78967,41,2,2,15,5
78968,63,2,3,15,3.94
78969,20,2,4,4,0.54
78970,45,2,3,14,5
78971,10,2,4,6,1.27
78972,4,2,3,9,2.34
78973,27,2,2,6,2.61
78974,54,1,4,5,0.75
78975,48,1,3,1,0
78976,22,2,3,8,2.43
78977,24,2,3,7,1.13
78978,71,2,3,7,2.67
78979,48,2,3,15,3.58
78980,68,2,3,5,0.63
78981,71,2,1,3,1.17
78982,9,2,1,8,2.3
78983,52,1,3,15,5
78984,17,1,3,2,0.28
78985,5,2,3,15,5
78986,19,2,3,3,0.43
78987,30,1,3,12,1.65
78988,2,1,7,10,2.94
78989,68,1,4,7,3.05
78990,75,1,3,2,0.57
78991,61,1,1,15,5
78992,19,2,4,8,1.89
78993,7,2,1,15,4.53
78994,54,2,4,9,3.94
78995,6,2,6,8,2.02
78996,5,1,4,8,3.22
78997,74,2,3,6,2.18
78998,8,1,3,7,1.07
78999,23,1,4,10,3.1
79000,36,1,1,8,1.81
79001,28,1,3,2,0.54
79002,43,2,3,8,3.16
79003,7,2,1,14,3.61
79004,2,1,4,7,1.45
79005,44,1,4,15,5
79006,52,2,3,15,5
79007,52,2,6,15,5
79008,11,2,3,15,5
79009,10,1,1,5,0.85
79010,5,1,3,15,5
79011,80,2,3,6,2.96
79012,50,2,3,3,1.22
79013,58,1,3,1,0.09
79014,54,2,4,3,1.2
79015,64,1,1,10,4.19
79016,80,1,3,14,4.93
79017,61,1,1,6,1.2
79018,18,2,3,14,2.66
79019,45,2,4,6,1.33
79020,0,1,3,6,0.05
79021,7,2,4,6,0.69
79022,44,1,4,1,0.07
79023,42,2,3,15,5
79024,32,1,4,7,1.45
79025,54,2,4,4,0.95
79026,23,1,3,12,1.22
79027,48,2,3,2,0.55
79028,12,1,1,6,1.22
79029,52,1,3,12,NA
79030,4,1,1,4,0.64
79031,68,1,4,14,4.84
79032,33,1,4,12,NA
79033,41,1,3,15,3.13
79034,56,2,7,NA,NA
79035,10,1,1,6,1.09
79036,15,2,1,7,1.33
79037,22,2,3,12,NA
79038,5,1,7,8,2.12
79039,34,2,3,15,5
79040,58,2,4,12,NA
79041,52,2,3,15,5
79042,65,1,3,15,5
79043,14,2,3,7,1.47
79044,31,1,6,8,2.32
79045,11,2,1,12,0.54
79046,0,2,6,15,5
79047,13,2,3,15,4.35
79048,80,1,3,15,5
79049,21,2,3,8,1.79
79050,74,2,2,14,4.06
79051,14,2,7,15,5
79052,4,1,3,2,0.33
79053,3,1,3,6,1.05
79054,14,1,7,15,4.69
79055,7,1,4,1,0.07
79056,9,1,2,14,3.84
79057,35,2,1,10,1.94
79058,12,2,1,4,0.63
79059,18,1,3,15,5
79060,31,2,3,15,5
79061,43,1,1,9,3.81
79062,4,1,6,77,NA
79063,51,2,1,9,2.14
79064,48,1,6,7,1.68
79065,4,2,1,8,1.63
79066,14,1,4,2,0.18
79067,26,1,1,14,1.04
79068,36,2,6,15,5
79069,30,1,3,7,1.74
79070,17,1,4,15,2.49
79071,80,1,7,15,5
79072,53,2,2,15,5
79073,16,2,3,14,2.22
79074,16,1,4,6,1.52
79075,27,1,2,6,1.71
79076,19,2,4,5,0.75
79077,80,1,3,7,2.15
79078,60,2,4,7,1.82
79079,1,1,4,3,0.41
79080,76,2,2,6,1.54
79081,27,2,6,9,2.31
79082,4,2,4,2,0.29
79083,0,1,3,9,2.82
79084,42,2,1,99,NA
79085,0,2,1,5,0.65
79086,39,2,3,9,2.15
79087,14,2,1,4,0.47
79088,46,2,3,9,3.17
79089,55,2,3,3,0.44
79090,7,1,4,2,0.41
79091,38,2,1,NA,NA
79092,36,2,3,15,5
79093,4,1,2,8,1.46
79094,14,2,4,14,4.04
79095,80,2,6,15,4.35
79096,44,1,4,3,0.33
79097,15,2,4,10,2.73
79098,19,1,3,4,0.8
79099,34,1,3,9,5
79100,28,2,1,4,0.54
79101,48,2,4,6,0.76
79102,3,1,4,2,0.34
79103,80,2,3,99,1.49
79104,5,1,4,8,1.81
79105,15,1,1,3,0.45
79106,78,1,4,2,0.42
79107,1,2,3,15,3.89
79108,3,1,3,15,5
79109,5,2,1,13,NA
79110,35,2,3,15,5
79111,2,2,3,5,0.7
79112,22,2,4,7,1.33
79113,66,1,4,14,5
79114,28,1,3,15,5
79115,0,2,2,8,1.74
79116,62,1,3,NA,NA
79117,9,1,3,10,2.89
79118,8,1,4,3,0.38
79119,56,2,3,7,0.74
79120,11,1,3,5,1.34
79121,62,2,2,6,1.44
79122,9,2,2,15,5
79123,4,1,1,7,1.3
79124,3,2,1,3,0.51
79125,48,2,4,99,NA
79126,3,1,2,77,NA
79127,27,2,3,7,1.71
79128,64,2,4,6,2.61
79129,1,1,7,6,1.26
79130,47,2,3,14,3.4
79131,0,1,3,2,0.31
79132,28,2,4,3,0.32
79133,0,2,2,15,3.13
79134,78,1,4,3,1.04
79135,60,1,1,4,0.64
79136,67,2,1,6,1.61
79137,25,1,3,5,0.85
79138,60,2,4,6,2.06
79139,13,2,1,6,0.52
79140,34,2,7,10,2.47
79141,7,1,6,15,3.17
79142,49,2,2,8,3.86
79143,1,2,3,15,5
79144,39,1,3,7,2.54
79145,2,1,4,8,1.89
79146,26,2,2,6,1.93
79147,38,2,3,6,1.71
79148,33,1,1,5,0.67
79149,6,2,6,12,NA
79150,10,1,1,3,0.32
79151,37,2,3,3,0.59
79152,53,1,3,6,1.11
79153,29,2,1,4,0.71
79154,71,1,3,15,5
79155,30,2,3,6,1.06
79156,8,2,3,6,0.91
79157,4,1,4,9,2.15
79158,4,1,6,5,0.84
79159,62,1,2,5,1.35
79160,14,2,3,15,3.96
79161,55,2,2,6,1.12
79162,80,1,3,15,5
79163,19,1,3,1,0.02
79164,33,1,7,15,5
79165,65,2,3,7,3.05
79166,19,1,3,15,5
79167,7,1,4,77,NA
79168,2,2,3,5,0.94
79169,32,2,3,7,1.09
79170,14,1,1,7,1.47
79171,74,2,3,5,1.55
79172,1,2,1,8,1.14
79173,51,1,3,4,0.69
79174,1,2,6,15,5
79175,21,1,3,4,1.03
79176,55,1,4,10,4.64
79177,43,1,3,15,5
79178,80,1,6,15,5
79179,80,2,3,77,NA
79180,69,2,1,8,1.91
79181,34,2,3,2,0.31
79182,12,1,7,14,3.79
79183,4,2,3,6,1.22
79184,80,1,3,4,1.21
79185,79,1,4,5,2.09
79186,80,2,2,6,2.06
79187,52,2,7,5,1.04
79188,55,2,3,77,NA
79189,74,1,4,7,1.27
79190,41,1,1,15,4.71
79191,60,2,3,15,5
79192,1,2,1,NA,NA
79193,20,1,3,15,5
79194,0,1,2,5,0.54
79195,66,2,4,2,0.46
79196,18,2,6,14,3.14
79197,1,1,7,15,5
79198,46,1,2,4,0.58
79199,80,2,1,2,0.73
79200,80,2,2,8,2.56
79201,75,1,3,3,0.45
79202,23,2,3,15,4.4
79203,4,2,6,15,4.25
79204,80,2,3,15,5
79205,20,1,4,8,2.12
79206,72,1,3,3,0.96
79207,25,2,1,15,5
79208,52,2,3,15,5
79209,6,1,3,15,5
79210,25,1,6,9,2.31
79211,39,2,2,3,0.51
79212,0,2,2,8,2.01
79213,31,2,3,7,1.78
79214,80,2,4,NA,NA
79215,28,2,6,8,3.13
79216,80,2,3,15,5
79217,33,1,4,15,5
79218,14,1,4,8,2.3
79219,23,1,3,15,5
79220,55,1,3,6,1.46
79221,53,1,4,13,NA
79222,9,2,2,5,0.45
79223,21,2,3,9,1.2
79224,19,2,6,1,0.04
79225,71,2,3,3,1.03
79226,24,1,6,14,4.1
79227,8,2,6,5,1.01
79228,42,1,3,6,1.61
79229,15,1,2,77,NA
79230,0,2,4,1,0.14
79231,52,1,3,15,5
79232,34,2,2,77,NA
79233,16,1,7,8,2.27
79234,30,2,4,5,0.57
79235,14,2,1,12,NA
79236,9,1,3,14,3.86
79237,7,1,3,15,4.35
79238,9,1,1,6,0.92
79239,7,2,7,8,1.13
79240,67,1,4,7,2.58
79241,47,1,1,6,1.27
79242,13,1,3,NA,NA
79243,13,2,3,15,4.3
79244,0,1,6,15,5
79245,75,2,4,12,NA
79246,30,2,2,4,0.57
79247,51,1,4,12,1.71
79248,11,2,3,15,5
79249,17,2,6,15,3.63
79250,5,1,6,7,1.47
79251,15,2,1,9,2.59
79252,7,1,7,6,0.65
79253,26,2,6,14,5
79254,29,2,4,77,NA
79255,7,1,1,15,5
79256,23,2,1,8,2.63
79257,46,2,2,77,NA
79258,59,2,1,5,1.29
79259,59,1,6,10,4.51
79260,13,1,4,9,1.88
79261,12,2,4,6,1.36
79262,7,1,3,5,0.63
79263,46,1,3,9,5
79264,16,2,1,6,1.09
79265,14,1,4,2,0.25
79266,58,2,4,7,1.49
79267,65,1,3,8,2.12
79268,55,2,3,15,5
79269,40,2,6,15,5
79270,66,2,4,4,1.39
79271,49,2,3,15,5
79272,28,2,3,9,2.22
79273,48,2,3,5,1.71
79274,44,2,1,8,1.46
79275,62,1,1,6,1.52
79276,26,2,6,15,5
79277,4,2,2,8,1.52
79278,7,1,4,7,1.7
79279,49,2,4,4,0.54
79280,12,1,4,12,NA
79281,23,2,3,15,5
79282,18,2,7,15,4.84
79283,18,1,6,1,0
79284,34,2,2,5,0.73
79285,4,1,1,5,1.18
79286,72,1,3,15,5
79287,19,1,1,8,2.3
79288,79,2,3,4,1.21
79289,16,2,6,15,5
79290,18,1,3,3,0.61
79291,35,2,3,6,1.23
79292,58,1,6,8,4.28
79293,30,2,2,15,3.63
79294,39,1,4,12,NA
79295,21,1,4,2,0.35
79296,58,2,7,12,NA
79297,62,2,2,12,NA
79298,60,2,3,3,1.03
79299,4,2,3,2,0.36
79300,39,1,3,4,0.78
79301,15,1,6,9,2.52
79302,46,2,4,77,NA
79303,0,1,4,5,0.48
79304,38,1,3,15,4.19
79305,46,1,3,12,NA
79306,39,2,2,7,2.05
79307,8,2,6,15,5
79308,0,2,1,9,2.68
79309,40,2,3,15,5
79310,70,1,3,4,1.14
79311,47,2,6,15,4.53
79312,5,1,6,8,2.1
79313,14,2,4,4,0
79314,55,1,3,14,5
79315,32,1,3,2,0.33
79316,10,2,4,15,5
79317,14,2,1,6,0.95
79318,45,2,2,14,4.84
79319,67,2,3,6,1.74
79320,26,2,3,8,0.1
79321,8,1,4,7,1.27
79322,70,1,3,3,1.26
79323,80,2,3,3,1.22
79324,44,2,1,7,0.8
79325,72,2,3,14,5
79326,5,2,1,7,1.27
79327,3,2,1,15,5
79328,80,2,3,3,0.84
79329,18,1,3,15,4.19
79330,35,1,7,6,1.02
79331,58,1,3,NA,1.31
79332,8,2,1,2,0.28
79333,51,2,4,6,1.31
79334,45,1,1,7,1.47
79335,39,2,6,7,0.88
79336,6,1,2,15,5
79337,61,2,6,1,0
79338,44,1,6,15,5
79339,60,2,4,8,1.74
79340,31,2,3,14,5
79341,32,2,6,15,4.25
79342,21,1,7,15,5
79343,10,1,3,10,2.89
79344,16,2,7,6,0.9
79345,8,2,3,15,5
79346,62,1,3,3,1.12
79347,10,1,2,7,1.59
79348,9,1,4,1,0.1
79349,4,2,7,14,0
79350,14,1,3,2,0.45
79351,62,1,3,14,5
79352,69,1,2,6,1.61
79353,15,1,6,7,1.27
79354,19,2,3,6,0.6
79355,1,1,4,15,5
79356,6,1,1,2,0.26
79357,1,1,4,2,0.32
79358,67,1,4,14,5
79359,25,1,3,10,4.19
79360,55,2,3,12,NA
79361,6,2,2,6,0.92
79362,59,1,3,7,3.64
79363,11,2,6,15,5
79364,44,2,1,10,1.94
79365,29,1,4,6,2.74
79366,42,1,7,8,1.56
79367,1,2,4,1,0.13
79368,8,1,3,6,1.15
79369,30,1,6,7,1.55
79370,8,2,4,5,0.75
79371,63,1,7,6,2.19
79372,0,1,1,7,1.31
79373,49,2,3,15,5
79374,58,2,3,15,5
79375,35,2,3,6,0.9
79376,50,1,3,8,3.86
79377,72,1,4,77,NA
79378,52,2,3,4,1.08
79379,43,2,1,8,1.14
79380,24,2,3,15,5
79381,14,1,3,7,2.54
79382,3,1,3,14,3.84
79383,4,1,1,6,1.08
79384,3,1,3,14,3.84
79385,44,1,2,12,NA
79386,57,1,3,6,1.52
79387,38,1,1,7,1.3
79388,67,2,6,3,1.03
79389,55,1,3,8,2.9
79390,20,2,3,15,4.3
79391,42,2,4,3,0.87
79392,11,1,3,15,4.19
79393,14,2,1,8,2.12
79394,16,2,3,10,2.51
79395,52,2,3,15,5
79396,32,2,3,15,4.61
79397,16,2,1,14,2.9
79398,29,1,4,4,0.82
79399,26,1,3,10,2.57
79400,26,1,1,3,0.35
79401,5,2,3,5,0.86
79402,8,1,3,5,0.72
79403,5,2,1,6,1.05
79404,19,2,3,12,NA
79405,33,2,3,15,5
79406,69,2,3,3,1.3
79407,43,2,4,1,0.04
79408,70,2,3,15,5
79409,21,2,3,15,5
79410,6,1,4,4,0.56
79411,64,1,1,3,0.7
79412,12,1,4,5,0.85
79413,0,1,1,15,5
79414,0,1,7,15,5
79415,57,2,3,15,5
79416,64,1,3,7,3.31
79417,80,1,3,9,4.93
79418,6,2,2,6,0.92
79419,70,2,3,7,3.26
79420,0,2,2,6,1.91
79421,31,1,3,14,4.92
79422,46,2,3,15,5
79423,25,2,3,15,5
79424,17,2,4,4,0.57
79425,53,1,6,14,3.35
79426,40,2,3,12,NA
79427,6,1,1,9,2.15
79428,6,1,2,1,0.11
79429,18,2,4,15,4.66
79430,18,1,4,4,0.56
79431,56,1,1,6,0.68
79432,73,1,6,5,1.27
79433,48,2,2,77,NA
79434,22,2,7,14,3.4
79435,6,1,1,6,1.16
79436,28,2,4,3,0.71
79437,60,1,4,2,0.6
79438,50,2,3,7,1.51
79439,8,1,6,15,4.19
79440,73,2,4,2,0.77
79441,67,2,4,4,0.56
79442,45,1,3,8,2.41
79443,44,1,4,12,NA
79444,29,2,3,8,3.38
79445,80,1,3,15,5
79446,47,1,2,4,1.7
79447,11,2,7,8,1.58
79448,1,1,2,15,4.19
79449,37,2,3,7,2.54
79450,5,2,4,8,1.91
79451,47,2,4,3,0.77
79452,74,2,3,5,1.01
79453,54,1,4,6,0
79454,59,2,3,13,NA
79455,37,2,2,77,NA
79456,18,1,1,3,0.31
79457,68,1,3,10,3.48
79458,10,2,1,8,1.63
79459,30,1,6,15,5
79460,64,1,1,12,NA
79461,76,2,3,77,NA
79462,25,1,2,6,1.07
79463,33,1,6,15,5
79464,28,2,2,14,4.77
79465,18,1,4,NA,NA
79466,36,2,6,9,2.18
79467,26,1,3,14,4.81
79468,52,1,3,2,0.35
79469,80,1,3,15,5
79470,14,2,6,2,0.26
79471,42,1,3,15,5
79472,5,1,1,6,1.07
79473,27,2,3,5,1.14
79474,50,2,4,5,1.06
79475,3,1,6,6,1.27
79476,66,2,4,6,1.93
79477,62,2,4,7,1.74
79478,4,2,3,3,0.59
79479,21,2,3,15,5
79480,38,2,6,15,5
79481,72,1,4,12,NA
79482,55,2,4,7,3.26
79483,4,2,3,1,0.18
79484,54,1,1,14,1.84
79485,3,1,3,10,3.28
79486,72,2,3,6,0.97
79487,42,2,1,5,0.9
79488,42,1,1,7,1.33
79489,8,2,3,5,0.7
79490,34,1,3,1,0.08
79491,34,2,6,15,5
79492,13,1,2,3,0.2
79493,16,2,1,6,1.07
79494,80,1,4,15,5
79495,4,1,4,5,1.01
79496,54,1,2,77,NA
79497,6,2,1,6,0.52
79498,4,2,4,7,1.8
79499,57,2,3,8,1.79
79500,6,2,3,6,1
79501,63,2,3,14,5
79502,18,1,3,14,3.56
79503,68,2,6,14,3.48
79504,14,1,4,15,4.38
79505,54,2,3,14,5
79506,12,1,6,77,NA
79507,24,1,4,12,NA
79508,13,1,1,6,1.26
79509,0,1,4,7,1.27
79510,12,2,1,5,0.63
79511,9,2,6,7,1.55
79512,45,1,4,15,5
79513,0,2,6,6,1.27
79514,7,2,3,14,3.77
79515,72,2,3,8,3.35
79516,17,1,4,10,2.63
79517,20,2,7,6,0.83
79518,1,2,3,7,1.27
79519,23,1,3,1,0.26
79520,3,1,3,15,5
79521,60,1,3,15,5
79522,24,2,1,14,1.74
79523,40,2,4,10,4.58
79524,13,1,4,8,2.53
79525,64,1,6,6,0.87
79526,27,1,7,9,2.39
79527,15,2,1,6,1.27
79528,1,2,7,6,1.04
79529,8,1,3,5,0.63
79530,13,2,6,14,3.22
79531,10,1,1,2,0.29
79532,9,1,4,6,1.64
79533,60,1,4,3,1.03
79534,6,1,3,15,5
79535,6,1,4,1,0.13
79536,50,2,4,3,0.77
79537,72,2,3,15,4.48
79538,3,1,4,6,1.09
79539,18,2,1,1,0
79540,3,2,6,14,3.79
79541,78,2,6,15,5
79542,15,1,3,15,4.88
79543,16,1,3,6,1.54
79544,52,2,3,8,4.35
79545,33,2,1,4,0.54
79546,63,2,4,77,NA
79547,63,1,4,2,0.72
79548,62,2,3,12,2.96
79549,37,2,3,8,2.86
79550,24,2,3,1,0.09
79551,1,2,3,15,5
79552,5,2,1,9,1.45
79553,70,2,3,9,3.81
79554,48,2,2,3,0.35
79555,2,2,4,77,NA
79556,13,1,2,5,0.76
79557,73,2,3,5,1.55
79558,4,1,6,15,3.17
79559,17,2,6,9,2.78
79560,37,2,6,15,4.19
79561,16,2,6,15,5
79562,1,1,6,15,3.63
79563,49,1,4,6,1.16
79564,28,1,4,8,2.04
79565,18,2,1,3,0.47
79566,18,2,3,99,0.03
79567,62,2,1,8,2.9
79568,19,2,4,1,0.21
79569,44,1,6,14,4.03
79570,30,2,4,1,0.02
79571,39,2,3,15,5
79572,15,1,3,15,5
79573,29,1,6,9,3.81
79574,48,2,1,6,1.27
79575,47,2,3,3,0.64
79576,53,1,3,15,5
79577,80,2,3,4,1.57
79578,16,2,1,6,0.56
79579,71,2,2,14,5
79580,0,2,1,1,0.07
79581,31,2,1,14,2.11
79582,5,2,7,1,0.01
79583,10,2,2,4,0.58
79584,0,1,2,5,0.77
79585,32,1,4,6,1.09
79586,65,1,4,6,1.6
79587,8,1,2,3,0.31
79588,18,1,1,7,1.38
79589,24,2,2,5,0.86
79590,20,2,3,7,0.02
79591,23,2,6,6,1.27
79592,4,2,7,7,0.97
79593,59,1,3,NA,NA
79594,69,2,3,3,0.94
79595,0,1,3,5,1.29
79596,56,2,4,1,0.02
79597,61,1,3,9,1.51
79598,14,2,1,10,3.58
79599,80,2,3,8,3.34
79600,0,1,7,8,1.89
79601,6,1,4,7,1.43
79602,51,2,3,3,0.91
79603,34,2,3,14,3.14
79604,2,1,1,8,2.53
79605,22,2,1,13,NA
79606,44,1,1,8,0.94
79607,52,1,1,8,2.9
